,valence_image,arousal_image,dominance_image,focus_image,participant,stimulus_image
517,197,-200,-176,-200,LLM196,TTI_image_relaxed2.png
518,195,203,219,-215,LLM196,TTI_image_elevation5.png
519,-35,87,141,-40,LLM196,TTI_image_embarrass5.png
520,-194,132,46,49,LLM196,TTI_image_contempt5.png
521,-29,205,-39,49,LLM196,TTI_image_anger4.png
522,-247,250,1,248,518189,TTI_image_shame2.png
523,-250,250,-241,248,518189,TTI_image_contempt5.png
524,249,-249,237,-243,518189,TTI_image_relaxed2.png
525,-241,250,7,247,518189,TTI_image_afraid10.png
526,-232,249,-217,-250,518189,TTI_image_ranger1.png
527,-243,-249,-241,-249,518189,TTI_image_sad5.png
528,133,249,-151,-248,518189,TTI_image_pride4.png
529,-247,247,247,250,518189,TTI_image_disgust1.png
530,249,250,-250,-246,518189,TTI_image_happy5.png
531,-248,249,-248,249,518189,TTI_image_guilt4.png
532,-248,249,-248,249,518189,TTI_image_anger4.png
533,-238,-246,241,249,518189,TTI_image_embarrass5.png
534,-249,165,241,154,518189,TTI_image_mdisgust1.png
535,103,-250,-50,-250,518189,TTI_image_gratitude4.png
536,249,212,-247,-240,518189,TTI_image_elevation5.png
537,246,-205,-196,-246,518189,TTI_image_satisfied9.png
538,242,217,242,217,518189,TTI_image_surprise2.png
539,99,-250,-126,-248,518189,TTI_image_sleepy2.png
540,-84,72,15,112,LLM199,TTI_image_afraid10.png
541,130,-38,-65,136,LLM199,TTI_image_satisfied9.png
542,31,-84,-72,-30,LLM199,TTI_image_sleepy2.png
543,-167,188,54,183,LLM199,TTI_image_anger4.png
544,132,-69,-78,-64,LLM199,TTI_image_relaxed2.png
545,-184,77,53,132,LLM199,TTI_image_mdisgust1.png
546,51,80,93,-36,LLM199,TTI_image_pride4.png
547,-39,78,57,124,LLM199,TTI_image_contempt5.png
548,171,188,212,178,LLM199,TTI_image_surprise2.png
549,51,-53,-57,-133,LLM199,TTI_image_sad5.png
550,-35,35,45,57,LLM199,TTI_image_shame2.png
551,104,90,175,-85,LLM199,TTI_image_happy5.png
552,-175,61,193,126,LLM199,TTI_image_disgust1.png
553,-142,134,83,146,LLM199,TTI_image_guilt4.png
554,-125,149,148,127,LLM199,TTI_image_ranger1.png
555,58,129,171,-115,LLM199,TTI_image_elevation5.png
556,-99,-84,101,-174,LLM199,TTI_image_embarrass5.png
557,80,-160,208,-153,LLM199,TTI_image_gratitude4.png
558,-55,37,132,55,LLM235,TTI_image_mdisgust1.png
559,-136,101,-79,30,LLM235,TTI_image_afraid10.png
560,-169,180,-122,-95,LLM235,TTI_image_anger4.png
561,22,-184,-153,-184,LLM235,TTI_image_guilt4.png
562,-48,-32,-221,-216,LLM235,TTI_image_contempt5.png
563,-126,135,99,104,LLM235,TTI_image_disgust1.png
564,-11,-105,26,-107,LLM235,TTI_image_sad5.png
565,220,51,114,-123,LLM235,TTI_image_surprise2.png
566,45,43,43,-49,LLM235,TTI_image_satisfied9.png
567,-16,-21,133,-235,LLM235,TTI_image_elevation5.png
568,-25,-170,11,13,LLM235,TTI_image_shame2.png
569,22,-122,-144,-108,LLM235,TTI_image_gratitude4.png
570,-36,31,29,29,LLM235,TTI_image_ranger1.png
571,-62,-64,-172,-165,LLM235,TTI_image_sleepy2.png
572,25,34,-141,-230,LLM235,TTI_image_pride4.png
573,-204,-130,-132,128,LLM235,TTI_image_embarrass5.png
574,130,130,-149,-143,LLM235,TTI_image_happy5.png
575,209,-201,-230,-223,LLM235,TTI_image_relaxed2.png
576,14,-242,-227,215,LLM145,TTI_image_sleepy2.png
577,-239,149,223,-191,LLM145,TTI_image_afraid10.png
578,122,116,199,-204,LLM145,TTI_image_surprise2.png
579,-229,202,221,-86,LLM145,TTI_image_anger4.png
580,-250,247,-246,-239,LLM145,TTI_image_disgust1.png
581,-1,2,191,4,LLM145,TTI_image_contempt5.png
582,-74,137,204,-222,LLM145,TTI_image_embarrass5.png
583,217,-66,-227,70,LLM145,TTI_image_elevation5.png
584,154,-185,174,210,LLM145,TTI_image_guilt4.png
585,-1,-223,-209,190,LLM145,TTI_image_gratitude4.png
586,240,-241,-248,246,LLM145,TTI_image_happy5.png
587,-2,143,-188,44,LLM145,TTI_image_ranger1.png
588,-131,-1,-152,139,LLM145,TTI_image_mdisgust1.png
589,41,172,-161,-202,LLM145,TTI_image_pride4.png
590,150,-148,138,194,LLM145,TTI_image_satisfied9.png
591,-28,17,-38,98,LLM145,TTI_image_shame2.png
592,240,-236,-206,198,LLM145,TTI_image_relaxed2.png
593,-32,53,163,143,LLM145,TTI_image_sad5.png
594,-247,-1,-244,2,LLM168,TTI_image_shame2.png
595,-246,136,-242,139,LLM168,TTI_image_embarrass5.png
596,-248,245,-247,-202,LLM168,TTI_image_surprise2.png
597,245,-144,-195,-119,LLM168,TTI_image_gratitude4.png
598,208,156,-219,-161,LLM168,TTI_image_pride4.png
599,243,211,-212,-181,LLM168,TTI_image_satisfied9.png
600,-241,-240,-238,185,LLM168,TTI_image_sad5.png
601,-235,126,238,33,LLM168,TTI_image_mdisgust1.png
602,-35,240,-24,-231,LLM168,TTI_image_elevation5.png
603,-235,73,-238,42,LLM168,TTI_image_guilt4.png
604,-246,135,-242,119,LLM168,TTI_image_disgust1.png
605,-240,112,237,125,LLM168,TTI_image_contempt5.png
606,240,119,-240,-187,LLM168,TTI_image_happy5.png
607,249,-238,-238,-241,LLM168,TTI_image_relaxed2.png
608,18,-245,-31,-250,LLM168,TTI_image_sleepy2.png
609,-102,242,205,236,LLM168,TTI_image_anger4.png
610,-138,242,213,230,LLM168,TTI_image_ranger1.png
611,-229,-101,201,-1,LLM168,TTI_image_afraid10.png
612,-242,153,239,-111,LLM219,TTI_image_sad5.png
613,-137,123,37,-72,LLM219,TTI_image_embarrass5.png
614,-240,193,-243,-24,LLM219,TTI_image_afraid10.png
615,-243,239,-245,27,LLM219,TTI_image_anger4.png
616,-245,52,-243,12,LLM219,TTI_image_contempt5.png
617,-50,-17,26,-167,LLM219,TTI_image_mdisgust1.png
618,237,-177,-207,-227,LLM219,TTI_image_relaxed2.png
619,205,108,-217,-182,LLM219,TTI_image_pride4.png
620,59,-237,-227,-242,LLM219,TTI_image_sleepy2.png
621,-103,15,240,-23,LLM219,TTI_image_shame2.png
622,-244,52,-239,-12,LLM219,TTI_image_disgust1.png
623,126,-211,-213,-231,LLM219,TTI_image_happy5.png
624,51,-238,-31,-237,LLM219,TTI_image_gratitude4.png
625,-11,133,45,86,LLM219,TTI_image_ranger1.png
626,-219,42,31,34,LLM219,TTI_image_guilt4.png
627,99,82,-30,-184,LLM219,TTI_image_surprise2.png
628,170,148,18,-58,LLM219,TTI_image_elevation5.png
629,77,-119,59,-94,LLM219,TTI_image_satisfied9.png
630,138,187,164,86,LLM249,TTI_image_surprise2.png
631,-221,-33,-216,44,LLM249,TTI_image_mdisgust1.png
632,230,28,-222,-51,LLM249,TTI_image_satisfied9.png
633,32,-239,-236,-236,LLM249,TTI_image_sleepy2.png
634,21,233,-222,-232,LLM249,TTI_image_pride4.png
635,-181,-184,-64,-176,LLM249,TTI_image_guilt4.png
636,34,-194,-22,-190,LLM249,TTI_image_relaxed2.png
637,-61,178,-22,188,LLM249,TTI_image_anger4.png
638,-183,26,-25,190,LLM249,TTI_image_contempt5.png
639,-200,14,-21,-160,LLM249,TTI_image_disgust1.png
640,-188,-19,-189,31,LLM249,TTI_image_afraid10.png
641,-17,-31,-17,-31,LLM249,TTI_image_sad5.png
642,-8,193,-88,-185,LLM249,TTI_image_ranger1.png
643,165,36,154,-79,LLM249,TTI_image_happy5.png
644,-182,-25,-184,-25,LLM249,TTI_image_shame2.png
645,178,180,185,-110,LLM249,TTI_image_elevation5.png
646,-123,191,-188,-181,LLM249,TTI_image_embarrass5.png
647,17,-194,38,-186,LLM249,TTI_image_gratitude4.png
648,-225,111,-177,-184,LLM208,TTI_image_afraid10.png
649,76,-210,-207,-205,LLM208,TTI_image_gratitude4.png
650,64,-210,-205,-207,LLM208,TTI_image_sleepy2.png
651,-238,77,218,-115,LLM208,TTI_image_anger4.png
652,74,-186,181,-192,LLM208,TTI_image_happy5.png
653,65,-213,-205,-217,LLM208,TTI_image_satisfied9.png
654,-222,-55,-163,-118,LLM208,TTI_image_sad5.png
655,116,66,-101,-88,LLM208,TTI_image_elevation5.png
656,-41,-26,-43,-30,LLM208,TTI_image_mdisgust1.png
657,200,18,229,-39,LLM208,TTI_image_surprise2.png
658,-216,210,45,213,LLM208,TTI_image_ranger1.png
659,-217,-137,230,33,LLM208,TTI_image_contempt5.png
660,-23,18,-30,-21,LLM208,TTI_image_pride4.png
661,-1,-123,-49,47,LLM208,TTI_image_guilt4.png
662,-161,48,-163,-193,LLM208,TTI_image_shame2.png
663,-244,245,-243,233,LLM208,TTI_image_disgust1.png
664,237,234,-233,229,LLM208,TTI_image_embarrass5.png
665,135,-224,-208,-232,LLM208,TTI_image_relaxed2.png
666,-69,-136,-57,-70,LLM165,TTI_image_gratitude4.png
667,-48,74,5,77,LLM165,TTI_image_elevation5.png
668,-174,31,164,56,LLM165,TTI_image_shame2.png
669,-186,64,86,64,LLM165,TTI_image_ranger1.png
670,-200,68,46,71,LLM165,TTI_image_contempt5.png
671,-150,-70,110,55,LLM165,TTI_image_embarrass5.png
672,-178,29,47,-67,LLM165,TTI_image_afraid10.png
673,79,-133,-167,-160,LLM165,TTI_image_sleepy2.png
674,-174,160,0,155,LLM165,TTI_image_anger4.png
675,194,66,185,-51,LLM165,TTI_image_surprise2.png
676,161,40,-192,-103,LLM165,TTI_image_pride4.png
677,-162,-43,113,-43,LLM165,TTI_image_mdisgust1.png
678,-213,32,200,59,LLM165,TTI_image_guilt4.png
679,185,-121,-170,-121,LLM165,TTI_image_satisfied9.png
680,-52,-104,-75,90,LLM165,TTI_image_sad5.png
681,-192,-34,-154,-41,LLM165,TTI_image_disgust1.png
682,139,-222,-181,-206,LLM165,TTI_image_relaxed2.png
683,194,-185,-159,-182,LLM165,TTI_image_happy5.png
684,-248,-197,209,201,741546,TTI_image_disgust1.png
685,-245,-236,-73,98,741546,TTI_image_contempt5.png
686,2,-123,134,77,youngstone,TTI_image_ranger1.png
687,-60,-66,80,173,youngstone,TTI_image_guilt4.png
688,-107,105,-33,-219,youngstone,TTI_image_afraid10.png
689,-19,231,-24,237,youngstone,TTI_image_anger4.png
690,240,-234,234,-240,youngstone,TTI_image_happy5.png
691,121,-125,70,-71,youngstone,TTI_image_gratitude4.png
692,-128,130,-129,125,youngstone,TTI_image_contempt5.png
693,-228,225,231,231,youngstone,TTI_image_disgust1.png
694,130,139,130,-244,youngstone,TTI_image_elevation5.png
695,240,-239,237,-123,youngstone,TTI_image_satisfied9.png
696,-234,240,-129,122,youngstone,TTI_image_embarrass5.png
697,-128,-130,137,140,youngstone,TTI_image_sad5.png
698,59,169,237,75,youngstone,TTI_image_surprise2.png
699,22,240,-34,-244,youngstone,TTI_image_pride4.png
700,36,-242,236,-244,youngstone,TTI_image_sleepy2.png
701,-185,135,218,124,youngstone,TTI_image_mdisgust1.png
702,-54,56,176,-78,youngstone,TTI_image_shame2.png
703,249,-245,1,-243,youngstone,TTI_image_relaxed2.png
704,-139,151,235,192,LLM189,TTI_image_contempt5.png
705,24,-144,-77,-112,LLM189,TTI_image_satisfied9.png
706,-148,200,174,195,LLM189,TTI_image_shame2.png
707,-160,44,-160,119,LLM189,TTI_image_embarrass5.png
708,-194,183,182,174,LLM189,TTI_image_ranger1.png
709,-133,88,133,88,LLM189,TTI_image_surprise2.png
710,-163,-103,153,86,LLM189,TTI_image_sad5.png
711,-172,-188,197,107,LLM189,TTI_image_guilt4.png
712,-206,-192,-127,138,LLM189,TTI_image_gratitude4.png
713,-206,214,-188,186,LLM189,TTI_image_disgust1.png
714,33,-235,-214,-36,LLM189,TTI_image_relaxed2.png
715,-137,219,161,209,LLM189,TTI_image_anger4.png
716,-204,-104,-203,143,LLM189,TTI_image_afraid10.png
717,68,226,-47,-151,LLM189,TTI_image_elevation5.png
718,-188,166,-133,212,LLM189,TTI_image_mdisgust1.png
719,138,135,-126,-99,LLM189,TTI_image_happy5.png
720,111,145,-131,-133,LLM189,TTI_image_pride4.png
721,36,-220,-33,72,LLM189,TTI_image_sleepy2.png
722,-113,-129,84,-72,942586,TTI_image_shame2.png
723,-20,-201,167,-36,942586,TTI_image_sad5.png
724,-141,-24,62,-42,942586,TTI_image_afraid10.png
725,248,-34,-193,-41,942586,TTI_image_happy5.png
726,134,-33,-204,-187,942586,TTI_image_gratitude4.png
727,74,-228,-206,-232,942586,TTI_image_sleepy2.png
728,-160,50,-165,30,942586,TTI_image_mdisgust1.png
729,-53,88,98,-37,942586,TTI_image_ranger1.png
730,-56,74,187,46,942586,TTI_image_guilt4.png
731,175,84,-213,-202,942586,TTI_image_pride4.png
732,129,-55,127,-76,942586,TTI_image_surprise2.png
733,134,-213,-197,-242,942586,TTI_image_relaxed2.png
734,-41,49,43,82,942586,TTI_image_satisfied9.png
735,-248,181,177,133,942586,TTI_image_disgust1.png
736,-50,155,55,135,942586,TTI_image_elevation5.png
737,-106,182,111,40,942586,TTI_image_anger4.png
738,-161,131,187,119,942586,TTI_image_embarrass5.png
739,-170,180,225,129,942586,TTI_image_contempt5.png
740,-74,-165,-175,60,LLM162,TTI_image_gratitude4.png
741,22,-147,66,-78,LLM162,TTI_image_surprise2.png
742,36,66,164,78,LLM162,TTI_image_elevation5.png
743,29,-180,-117,-199,LLM162,TTI_image_satisfied9.png
744,-135,161,-135,161,LLM162,TTI_image_shame2.png
745,-119,110,192,-67,LLM162,TTI_image_disgust1.png
746,40,-193,-148,-208,LLM162,TTI_image_relaxed2.png
747,-157,46,-177,117,LLM162,TTI_image_afraid10.png
748,-193,115,-35,61,LLM162,TTI_image_embarrass5.png
749,-196,148,-148,141,LLM162,TTI_image_anger4.png
750,-224,129,-183,83,LLM162,TTI_image_guilt4.png
751,-200,36,-185,102,LLM162,TTI_image_contempt5.png
752,17,-23,179,7,LLM162,TTI_image_pride4.png
753,-159,12,-67,17,LLM162,TTI_image_mdisgust1.png
754,63,-19,69,-23,LLM162,TTI_image_happy5.png
755,-77,90,-192,117,LLM162,TTI_image_sad5.png
756,-70,96,-30,24,LLM162,TTI_image_ranger1.png
757,25,-17,139,-18,LLM162,TTI_image_sleepy2.png
758,1,50,-125,-132,LLM207,TTI_image_gratitude4.png
759,-246,248,245,246,LLM207,TTI_image_disgust1.png
760,-246,238,236,229,LLM207,TTI_image_ranger1.png
761,-249,186,242,229,LLM207,TTI_image_contempt5.png
762,214,-235,-93,0,LLM207,TTI_image_happy5.png
763,77,69,198,100,LLM207,TTI_image_surprise2.png
764,-240,182,174,247,LLM207,TTI_image_mdisgust1.png
765,-3,75,-116,-1,LLM207,TTI_image_satisfied9.png
766,216,-224,-179,-2,LLM207,TTI_image_relaxed2.png
767,-178,80,-153,-144,LLM207,TTI_image_embarrass5.png
768,-103,236,-106,228,LLM207,TTI_image_anger4.png
769,196,-215,-150,218,LLM207,TTI_image_sleepy2.png
770,-203,185,-97,4,LLM207,TTI_image_shame2.png
771,-197,1,-152,2,LLM207,TTI_image_afraid10.png
772,-205,50,-157,-4,LLM207,TTI_image_guilt4.png
773,162,122,-154,147,LLM207,TTI_image_pride4.png
774,-193,-49,-160,5,LLM207,TTI_image_sad5.png
775,202,148,-190,182,LLM207,TTI_image_elevation5.png
776,-129,131,-249,-245,LLM,TTI_image_shame2.png
777,-249,247,65,-186,LLM,TTI_image_disgust1.png
778,-44,38,-80,-152,LLM,TTI_image_surprise2.png
779,-47,41,-179,-197,LLM,TTI_image_guilt4.png
780,-32,-145,-249,-248,LLM,TTI_image_anger4.png
781,-20,-249,-249,-246,LLM,TTI_image_gratitude4.png
782,-56,-247,-50,-243,LLM,TTI_image_embarrass5.png
783,46,-246,-247,-243,LLM,TTI_image_pride4.png
784,213,-247,56,-221,LLM,TTI_image_satisfied9.png
785,-155,92,49,100,LLM,TTI_image_afraid10.png
786,-39,-42,-102,-99,LLM,TTI_image_sad5.png
787,134,-165,24,-151,LLM,TTI_image_sleepy2.png
788,-136,52,90,-46,LLM,TTI_image_contempt5.png
789,178,-183,-139,-102,LLM,TTI_image_relaxed2.png
790,-152,3,88,-87,LLM,TTI_image_mdisgust1.png
791,-22,-86,37,130,LLM,TTI_image_happy5.png
792,-35,-64,34,-73,LLM,TTI_image_ranger1.png
793,-1,-244,-93,111,LLM,TTI_image_elevation5.png
794,-63,-199,122,-141,LLM216,TTI_image_embarrass5.png
795,-90,202,-166,-175,LLM216,TTI_image_afraid10.png
796,-173,186,115,-82,LLM216,TTI_image_mdisgust1.png
797,0,-145,-34,6,LLM216,TTI_image_sleepy2.png
798,-95,185,168,-173,LLM216,TTI_image_disgust1.png
799,-136,97,76,123,LLM216,TTI_image_shame2.png
800,-56,174,-131,-69,LLM216,TTI_image_guilt4.png
801,58,94,-131,-100,LLM216,TTI_image_pride4.png
802,135,164,-171,-166,LLM216,TTI_image_elevation5.png
803,-27,-41,-18,-56,LLM216,TTI_image_sad5.png
804,-172,215,143,-69,LLM216,TTI_image_anger4.png
805,9,12,10,-43,LLM216,TTI_image_ranger1.png
806,174,-178,-210,-177,LLM216,TTI_image_relaxed2.png
807,166,205,-212,-194,LLM216,TTI_image_happy5.png
808,174,-74,-152,31,LLM216,TTI_image_gratitude4.png
809,-15,157,38,-203,LLM216,TTI_image_contempt5.png
810,44,175,73,-200,LLM216,TTI_image_surprise2.png
811,90,-45,51,-98,LLM216,TTI_image_satisfied9.png
812,0,-234,-2,-248,LLM264,TTI_image_relaxed2.png
813,-247,3,-1,-144,LLM264,TTI_image_mdisgust1.png
814,204,-148,-134,-148,LLM264,TTI_image_happy5.png
815,-240,244,235,77,LLM264,TTI_image_disgust1.png
816,-135,138,-58,101,LLM264,TTI_image_contempt5.png
817,-246,134,173,2,LLM264,TTI_image_shame2.png
818,-234,133,171,-117,LLM264,TTI_image_embarrass5.png
819,-1,59,-1,59,LLM264,TTI_image_ranger1.png
820,-8,-4,-8,-4,LLM264,TTI_image_elevation5.png
821,-210,44,218,-99,LLM264,TTI_image_afraid10.png
822,54,-146,-97,-229,LLM264,TTI_image_sleepy2.png
823,-9,1,-9,1,LLM264,TTI_image_satisfied9.png
824,-71,69,57,-54,LLM264,TTI_image_anger4.png
825,36,52,43,-69,LLM264,TTI_image_pride4.png
826,-119,53,132,45,LLM264,TTI_image_surprise2.png
827,-172,-1,110,-1,LLM264,TTI_image_guilt4.png
828,-2,-86,4,-1,LLM264,TTI_image_gratitude4.png
829,-120,-71,147,-134,LLM264,TTI_image_sad5.png
830,-2,-134,-2,-134, LLM260,TTI_image_sad5.png
831,-136,-134,117,-132, LLM260,TTI_image_disgust1.png
832,120,-131,120,-131, LLM260,TTI_image_surprise2.png
833,220,-220,-229,-226, LLM260,TTI_image_sleepy2.png
834,-139,-132,133,-138, LLM260,TTI_image_contempt5.png
835,-99,-119,137,-137, LLM260,TTI_image_anger4.png
836,16,-174,-40,-177, LLM260,TTI_image_elevation5.png
837,52,-166,-26,-171, LLM260,TTI_image_pride4.png
838,-2,-136,0,-136, LLM260,TTI_image_embarrass5.png
839,-142,-54,136,-75, LLM260,TTI_image_mdisgust1.png
840,130,-222,122,-175, LLM260,TTI_image_happy5.png
841,-123,-147,120,-119, LLM260,TTI_image_afraid10.png
842,238,-231,-138,-119, LLM260,TTI_image_relaxed2.png
843,1,-127,114,-138, LLM260,TTI_image_ranger1.png
844,-50,-111,154,-124, LLM260,TTI_image_guilt4.png
845,-45,-125,121,-127, LLM260,TTI_image_shame2.png
846,76,-122,76,-122, LLM260,TTI_image_satisfied9.png
847,0,-152,1,-111, LLM260,TTI_image_gratitude4.png
848,-136,2,30,0,LLM270,TTI_image_disgust1.png
849,50,-171,-168,-173,LLM270,TTI_image_relaxed2.png
850,105,80,-186,-195,LLM270,TTI_image_pride4.png
851,-196,-143,72,196,LLM270,TTI_image_mdisgust1.png
852,65,218,-220,130,LLM270,TTI_image_elevation5.png
853,-241,224,202,231,LLM270,TTI_image_embarrass5.png
854,-110,64,-5,71,LLM270,TTI_image_contempt5.png
855,-39,-82,-151,34,LLM270,TTI_image_guilt4.png
856,140,-167,-191,-185,LLM270,TTI_image_satisfied9.png
857,201,216,-193,-189,LLM270,TTI_image_happy5.png
858,-211,131,-224,147,LLM270,TTI_image_sad5.png
859,-2,-176,-231,-230,LLM270,TTI_image_gratitude4.png
860,-247,142,56,223,LLM270,TTI_image_anger4.png
861,-45,145,-171,-6,LLM270,TTI_image_ranger1.png
862,0,-216,0,2,LLM270,TTI_image_sleepy2.png
863,-153,130,-142,164,LLM270,TTI_image_shame2.png
864,-206,176,-195,208,LLM270,TTI_image_afraid10.png
865,162,147,-129,-15,LLM270,TTI_image_surprise2.png
866,-172,-1,132,49,LLM142,TTI_image_afraid10.png
867,-203,95,113,124,LLM142,TTI_image_anger4.png
868,41,53,41,53,LLM142,TTI_image_satisfied9.png
869,13,-39,-31,37,LLM142,TTI_image_gratitude4.png
870,-77,49,99,-94,LLM142,TTI_image_embarrass5.png
871,-130,56,98,-88,LLM142,TTI_image_contempt5.png
872,148,-123,-188,-171,LLM142,TTI_image_relaxed2.png
873,-183,161,137,159,LLM142,TTI_image_disgust1.png
874,-81,128,-111,-131,LLM142,TTI_image_happy5.png
875,-106,123,177,152,LLM142,TTI_image_mdisgust1.png
876,-39,-61,34,-50,LLM142,TTI_image_sleepy2.png
877,48,134,-126,-48,LLM142,TTI_image_pride4.png
878,-80,157,63,165,LLM142,TTI_image_surprise2.png
879,-12,92,13,88,LLM142,TTI_image_elevation5.png
880,-91,164,-130,168,LLM142,TTI_image_guilt4.png
881,-126,121,-189,139,LLM142,TTI_image_sad5.png
882,-151,149,-183,-88,LLM142,TTI_image_ranger1.png
883,-170,133,133,109,LLM142,TTI_image_shame2.png
884,-123,-2,3,-56, LLM187,TTI_image_pride4.png
885,2,-152,-59,-3, LLM187,TTI_image_gratitude4.png
886,77,4,-75,-5, LLM187,TTI_image_happy5.png
887,2,177,5,222, LLM187,TTI_image_contempt5.png
888,-169,9,5,212, LLM187,TTI_image_guilt4.png
889,-4,205,175,1, LLM187,TTI_image_mdisgust1.png
890,152,2,209,-3, LLM187,TTI_image_surprise2.png
891,3,-127,-190,-2, LLM187,TTI_image_elevation5.png
892,1,-231,2,119, LLM187,TTI_image_sad5.png
893,2,-222,1,173, LLM187,TTI_image_shame2.png
894,-243,-1,3,250, LLM187,TTI_image_disgust1.png
895,1,213,5,-114, LLM187,TTI_image_ranger1.png
896,2,-108,-175,0, LLM187,TTI_image_afraid10.png
897,3,-170,-101,0, LLM187,TTI_image_satisfied9.png
898,-4,-205,-7,-17, LLM187,TTI_image_sleepy2.png
899,-93,-1,-220,-4, LLM187,TTI_image_embarrass5.png
900,0,239,-1,234, LLM187,TTI_image_anger4.png
901,-3,-194,-61,-1, LLM187,TTI_image_relaxed2.png
902,100,123,83,103,499048,TTI_image_surprise2.png
903,-202,-155,-202,-155,499048,TTI_image_sad5.png
904,-207,-188,96,-136,499048,TTI_image_disgust1.png
905,-182,-155,66,102,499048,TTI_image_guilt4.png
906,-218,213,223,191,499048,TTI_image_afraid10.png
907,219,193,199,-210,499048,TTI_image_elevation5.png
908,169,-211,171,-196,499048,TTI_image_sleepy2.png
909,-179,-59,36,44,499048,TTI_image_shame2.png
910,-4,43,97,-206,499048,TTI_image_gratitude4.png
911,-49,210,72,27,499048,TTI_image_ranger1.png
912,-145,58,154,57,499048,TTI_image_anger4.png
913,224,216,169,-201,499048,TTI_image_pride4.png
914,-157,59,159,65,499048,TTI_image_mdisgust1.png
915,-219,220,-3,0,499048,TTI_image_embarrass5.png
916,-57,29,64,19,499048,TTI_image_contempt5.png
917,230,228,-225,-232,499048,TTI_image_happy5.png
918,241,245,-233,-237,499048,TTI_image_relaxed2.png
919,230,230,-232,-233,499048,TTI_image_satisfied9.png
920,-193,-223,212,-163,LLM132,TTI_image_sad5.png
921,218,-232,-231,-230,LLM132,TTI_image_relaxed2.png
922,-234,233,231,191,LLM132,TTI_image_afraid10.png
923,227,-236,-198,-217,LLM132,TTI_image_happy5.png
924,-202,199,161,209,LLM132,TTI_image_guilt4.png
925,127,161,75,133,LLM132,TTI_image_anger4.png
926,-179,199,208,177,LLM132,TTI_image_embarrass5.png
927,226,214,214,-183,LLM132,TTI_image_pride4.png
928,162,-230,-130,-231,LLM132,TTI_image_gratitude4.png
929,-123,-152,120,80,LLM132,TTI_image_ranger1.png
930,188,-201,189,-204,LLM132,TTI_image_sleepy2.png
931,192,-151,124,71,LLM132,TTI_image_mdisgust1.png
932,-232,164,202,173,LLM132,TTI_image_shame2.png
933,193,-77,-66,130,LLM132,TTI_image_elevation5.png
934,222,140,233,-189,LLM132,TTI_image_surprise2.png
935,127,149,192,172,LLM132,TTI_image_disgust1.png
936,-195,216,197,203,LLM132,TTI_image_contempt5.png
937,191,-142,-156,-175,LLM132,TTI_image_satisfied9.png
938,37,-29,1,0,LLM206,TTI_image_relaxed2.png
939,29,88,-74,-48,LLM206,TTI_image_ranger1.png
940,1,1,1,1,LLM206,TTI_image_gratitude4.png
941,-95,-22,-143,-95,LLM206,TTI_image_shame2.png
942,-106,71,-90,-41,LLM206,TTI_image_surprise2.png
943,0,-1,0,-1,LLM206,TTI_image_satisfied9.png
944,-124,132,-129,110,LLM206,TTI_image_mdisgust1.png
945,-123,0,-47,-37,LLM206,TTI_image_anger4.png
946,-151,115,-147,152,LLM206,TTI_image_disgust1.png
947,0,-2,0,-2,LLM206,TTI_image_elevation5.png
948,-158,136,-84,-112,LLM206,TTI_image_guilt4.png
949,-145,135,-97,102,LLM206,TTI_image_embarrass5.png
950,1,0,1,0,LLM206,TTI_image_pride4.png
951,-25,2,-34,2,LLM206,TTI_image_sleepy2.png
952,-194,-30,-112,-37,LLM206,TTI_image_sad5.png
953,149,2,141,-88,LLM206,TTI_image_happy5.png
954,-123,127,-82,42,LLM206,TTI_image_afraid10.png
955,-136,77,-85,-13,LLM206,TTI_image_contempt5.png
956,-84,192,-110,-120,LLM275,TTI_image_anger4.png
957,67,-31,-82,-62,LLM275,TTI_image_pride4.png
958,-167,105,-179,-101,LLM275,TTI_image_shame2.png
959,164,142,-104,-194,LLM275,TTI_image_satisfied9.png
960,-135,135,-130,-95,LLM275,TTI_image_afraid10.png
961,-187,66,-175,-67,LLM275,TTI_image_disgust1.png
962,96,78,-157,-186,LLM275,TTI_image_happy5.png
963,83,125,47,-56,LLM275,TTI_image_surprise2.png
964,4,-4,-1,0,LLM275,TTI_image_ranger1.png
965,4,-4,-76,-54,LLM275,TTI_image_elevation5.png
966,72,-86,-107,-121,LLM275,TTI_image_sleepy2.png
967,-150,28,183,-175,LLM275,TTI_image_contempt5.png
968,-103,59,-100,49,LLM275,TTI_image_embarrass5.png
969,-3,-148,-45,-174,LLM275,TTI_image_gratitude4.png
970,2,-249,-195,-214,LLM275,TTI_image_relaxed2.png
971,-35,27,-108,-36,LLM275,TTI_image_guilt4.png
972,-202,21,-236,147,LLM275,TTI_image_mdisgust1.png
973,-183,61,-164,-193,LLM275,TTI_image_sad5.png
974,210,49,-188,-40,LLM234,TTI_image_pride4.png
975,-2,-211,168,-71,LLM234,TTI_image_gratitude4.png
976,-207,62,107,89,LLM234,TTI_image_contempt5.png
977,-233,221,76,208,LLM234,TTI_image_anger4.png
978,202,34,-200,41,LLM234,TTI_image_surprise2.png
979,-153,-70,-100,31,LLM234,TTI_image_sad5.png
980,231,3,-208,-118,LLM234,TTI_image_happy5.png
981,-218,167,77,142,LLM234,TTI_image_ranger1.png
982,-210,-53,-172,39,LLM234,TTI_image_guilt4.png
